station_number,station_name,year,expected_hours,present_hours,coverage_fraction,hourly_weather_qc_status,source
731681,Hot-Humid Rural Climate Station 6 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731682,Hot-Humid Rural Climate Station 7 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731683,Hot-Humid Rural Climate Station 1 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731684,Hot-Humid Rural Climate Station 2 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731685,Hot-Humid Rural Climate Station 3 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731686,Hot-Humid Rural Climate Station 4 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731687,Hot-Humid Rural Climate Station 5 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731688,Hot-Humid Rural Climate Station 6 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731689,Hot-Humid Rural Climate Station 7 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731690,Hot-Humid Rural Climate Station 1 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731691,Hot-Humid Rural Climate Station 2 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731692,Hot-Humid Rural Climate Station 3 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731693,Hot-Humid Rural Climate Station 4 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731694,Hot-Humid Rural Climate Station 5 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731695,Hot-Humid Rural Climate Station 6 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731696,Hot-Humid Rural Climate Station 7 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731697,Hot-Humid Rural Climate Station 1 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731698,Hot-Humid Rural Climate Station 2 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731699,Hot-Humid Rural Climate Station 3 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731700,Hot-Humid Rural Climate Station 4 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731701,Hot-Humid Rural Climate Station 5 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731702,Hot-Humid Rural Climate Station 6 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731703,Hot-Humid Rural Climate Station 7 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731704,Hot-Humid Rural Climate Station 1 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731705,Hot-Humid Rural Climate Station 2 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731706,Hot-Humid Rural Climate Station 3 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731707,Hot-Humid Rural Climate Station 4 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731708,Hot-Humid Rural Climate Station 5 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731709,Hot-Humid Rural Climate Station 6 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731710,Hot-Humid Rural Climate Station 7 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731711,Hot-Humid Rural Climate Station 1 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731712,Hot-Humid Rural Climate Station 2 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731713,Hot-Humid Rural Climate Station 3 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731714,Hot-Humid Rural Climate Station 4 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731715,Hot-Humid Rural Climate Station 5 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731716,Hot-Humid Rural Climate Station 6 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731717,Hot-Humid Rural Climate Station 7 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731718,Hot-Humid Rural Climate Station 1 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731719,Hot-Humid Rural Climate Station 2 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731720,Hot-Humid Rural Climate Station 3 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731721,Hot-Humid Rural Climate Station 4 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731722,Hot-Humid Rural Climate Station 5 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731723,Hot-Humid Rural Climate Station 6 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731724,Hot-Humid Rural Climate Station 7 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731725,Hot-Humid Rural Climate Station 1 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731726,Hot-Humid Rural Climate Station 2 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731727,Hot-Humid Rural Climate Station 3 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731728,Hot-Humid Rural Climate Station 4 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731729,Hot-Humid Rural Climate Station 5 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731730,Hot-Humid Rural Climate Station 6 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731731,Hot-Humid Rural Climate Station 7 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731732,Hot-Humid Rural Climate Station 1 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731733,Hot-Humid Rural Climate Station 2 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731734,Hot-Humid Rural Climate Station 3 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731735,Hot-Humid Rural Climate Station 4 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731736,Hot-Humid Rural Climate Station 5 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731737,Hot-Humid Rural Climate Station 6 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731738,Hot-Humid Rural Climate Station 7 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731739,Hot-Humid Rural Climate Station 1 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731740,Hot-Humid Rural Climate Station 2 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731741,Hot-Humid Rural Climate Station 3 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731742,Hot-Humid Rural Climate Station 4 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731743,Hot-Humid Rural Climate Station 5 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731744,Hot-Humid Rural Climate Station 6 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731745,Hot-Humid Rural Climate Station 7 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731746,Hot-Humid Rural Climate Station 1 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731747,Hot-Humid Rural Climate Station 2 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731748,Hot-Humid Rural Climate Station 3 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731749,Hot-Humid Rural Climate Station 4 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731750,Hot-Humid Rural Climate Station 5 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731751,Hot-Humid Rural Climate Station 6 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731752,Hot-Humid Rural Climate Station 7 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731753,Hot-Humid Rural Climate Station 1 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731754,Hot-Humid Rural Climate Station 2 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731755,Hot-Humid Rural Climate Station 3 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731756,Hot-Humid Rural Climate Station 4 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731757,Hot-Humid Rural Climate Station 5 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731758,Hot-Humid Rural Climate Station 6 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731759,Hot-Humid Rural Climate Station 7 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731760,Hot-Humid Rural Climate Station 1 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731761,Hot-Humid Rural Climate Station 2 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731762,Hot-Humid Rural Climate Station 3 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731763,Hot-Humid Rural Climate Station 4 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731764,Hot-Humid Rural Climate Station 5 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731765,Hot-Humid Rural Climate Station 6 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731766,Hot-Humid Rural Climate Station 7 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731767,Hot-Humid Rural Climate Station 1 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731768,Hot-Humid Rural Climate Station 2 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731769,Hot-Humid Rural Climate Station 3 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731770,Hot-Humid Rural Climate Station 4 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731771,Hot-Humid Rural Climate Station 5 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731772,Hot-Humid Rural Climate Station 6 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731773,Hot-Humid Rural Climate Station 7 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731774,Hot-Humid Rural Climate Station 1 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731775,Hot-Humid Rural Climate Station 2 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731776,Marine HDU Climate Station 3 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731777,Marine HDU Climate Station 4 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731778,Marine HDU Climate Station 5 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731779,Marine HDU Climate Station 6 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731780,Marine HDU Climate Station 7 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731781,Marine HDU Climate Station 1 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731782,Marine HDU Climate Station 2 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731783,Marine HDU Climate Station 3 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731784,Marine HDU Climate Station 4 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731785,Marine HDU Climate Station 5 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731786,Marine HDU Climate Station 6 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731787,Marine HDU Climate Station 7 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731788,Marine HDU Climate Station 1 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731789,Marine HDU Climate Station 2 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731790,Marine HDU Climate Station 3 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731791,Marine HDU Climate Station 4 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731792,Marine HDU Climate Station 5 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731793,Marine HDU Climate Station 6 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731794,Marine HDU Climate Station 7 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731795,Marine HDU Climate Station 1 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731796,Marine HDU Climate Station 2 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731797,Marine HDU Climate Station 3 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731798,Marine HDU Climate Station 4 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731799,Marine HDU Climate Station 5 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731800,Marine HDU Climate Station 6 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731801,Marine HDU Climate Station 7 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731802,Marine HDU Climate Station 1 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731803,Marine HDU Climate Station 2 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731804,Marine HDU Climate Station 3 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731805,Marine HDU Climate Station 4 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731806,Marine HDU Climate Station 5 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731807,Marine HDU Climate Station 6 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731808,Marine HDU Climate Station 7 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731809,Marine HDU Climate Station 1 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731810,Marine HDU Climate Station 2 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731811,Marine HDU Climate Station 3 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731812,Marine HDU Climate Station 4 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731813,Marine HDU Climate Station 5 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731814,Marine HDU Climate Station 6 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731815,Marine HDU Climate Station 7 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731816,Marine HDU Climate Station 1 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731817,Marine HDU Climate Station 2 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731818,Marine HDU Climate Station 3 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731819,Marine HDU Climate Station 4 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731820,Marine HDU Climate Station 5 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731821,Marine HDU Climate Station 6 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731822,Marine HDU Climate Station 7 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731823,Marine HDU Climate Station 1 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731824,Marine HDU Climate Station 2 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731825,Marine HDU Climate Station 3 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731826,Marine HDU Climate Station 4 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731827,Marine HDU Climate Station 5 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731828,Marine HDU Climate Station 6 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731829,Marine HDU Climate Station 7 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731830,Marine HDU Climate Station 1 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731831,Marine HDU Climate Station 2 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731832,Marine HDU Climate Station 3 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731833,Marine HDU Climate Station 4 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731834,Marine HDU Climate Station 5 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731835,Marine HDU Climate Station 6 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731836,Marine HDU Climate Station 7 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731837,Marine HDU Climate Station 1 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731838,Marine HDU Climate Station 2 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731839,Marine HDU Climate Station 3 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731840,Marine HDU Climate Station 4 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731841,Marine HDU Climate Station 5 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731842,Marine HDU Climate Station 6 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731843,Marine HDU Climate Station 7 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731844,Marine HDU Climate Station 1 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731845,Marine HDU Climate Station 2 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731846,Marine HDU Climate Station 3 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731847,Marine HDU Climate Station 4 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731848,Marine HDU Climate Station 5 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731849,Marine HDU Climate Station 6 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731850,Marine HDU Climate Station 7 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731851,Marine HDU Climate Station 1 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731852,Marine HDU Climate Station 2 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731853,Marine HDU Climate Station 3 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731854,Marine HDU Climate Station 4 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731855,Marine HDU Climate Station 5 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731856,Marine HDU Climate Station 6 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731857,Marine HDU Climate Station 7 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731858,Marine HDU Climate Station 1 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731859,Marine HDU Climate Station 2 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731860,Marine HDU Climate Station 3 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731861,Marine HDU Climate Station 4 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731862,Marine HDU Climate Station 5 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731863,Marine HDU Climate Station 6 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731864,Marine HDU Climate Station 7 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731865,Marine HDU Climate Station 1 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731866,Marine HDU Climate Station 2 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731867,Marine HDU Climate Station 3 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731868,Marine HDU Climate Station 4 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731869,Marine HDU Climate Station 5 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731870,Marine HDU Climate Station 6 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731871,Marine HDU Climate Station 7 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731872,Marine HDU Climate Station 1 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731873,Marine HDU Climate Station 2 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731874,Marine HDU Climate Station 3 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731875,Marine HDU Climate Station 4 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731876,Marine HDU Climate Station 5 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731877,Marine HDU Climate Station 6 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731878,Marine HDU Climate Station 7 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731879,Marine HDU Climate Station 1 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731880,Marine HDU Climate Station 2 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731881,Marine HDU Climate Station 3 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731882,Marine HDU Climate Station 4 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731883,Marine HDU Climate Station 5 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731884,Marine HDU Climate Station 6 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731885,Marine HDU Climate Station 7 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731886,Marine HDU Climate Station 1 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731887,Marine HDU Climate Station 2 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731888,Marine HDU Climate Station 3 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731889,Marine HDU Climate Station 4 (demo),2023,8760,8234,0.94,COMPLETE,fixture
731890,Marine HDU Climate Station 5 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731891,Marine HDU Climate Station 6 (demo),2023,8760,8059,0.92,COMPLETE,fixture
731892,Marine HDU Climate Station 7 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731893,Marine HDU Climate Station 1 (demo),2023,8760,7884,0.9,COMPLETE,fixture
731894,Marine HDU Climate Station 2 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731895,Marine HDU Climate Station 3 (demo),2023,8760,7709,0.88,INCOMPLETE,fixture
731896,Marine HDU Climate Station 4 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731897,Marine HDU Climate Station 5 (demo),2023,8760,7534,0.86,INCOMPLETE,fixture
731898,Marine HDU Climate Station 6 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731899,Marine HDU Climate Station 7 (demo),2023,8760,7358,0.84,INCOMPLETE,fixture
731900,Marine HDU Climate Station 1 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731901,Marine HDU Climate Station 2 (demo),2023,8760,7183,0.82,INCOMPLETE,fixture
731902,Marine HDU Climate Station 3 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731903,Marine HDU Climate Station 4 (demo),2023,8760,7008,0.8,INCOMPLETE,fixture
731904,Marine HDU Climate Station 5 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731905,Marine HDU Climate Station 6 (demo),2023,8760,8672,0.99,COMPLETE,fixture
731906,Marine HDU Climate Station 7 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731907,Marine HDU Climate Station 1 (demo),2023,8760,8497,0.97,COMPLETE,fixture
731908,Marine HDU Climate Station 2 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731909,Marine HDU Climate Station 3 (demo),2023,8760,8322,0.95,COMPLETE,fixture
731910,Marine HDU Climate Station 4 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731911,Marine HDU Climate Station 5 (demo),2023,8760,8147,0.93,COMPLETE,fixture
731912,Marine HDU Climate Station 6 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731913,Marine HDU Climate Station 7 (demo),2023,8760,7972,0.91,COMPLETE,fixture
731914,Marine HDU Climate Station 1 (demo),2023,8760,7796,0.89,INCOMPLETE,fixture
731915,Marine HDU Climate Station 2 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731916,Marine HDU Climate Station 3 (demo),2023,8760,7621,0.87,INCOMPLETE,fixture
731917,Marine HDU Climate Station 4 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731918,Marine HDU Climate Station 5 (demo),2023,8760,7446,0.85,INCOMPLETE,fixture
731919,Marine HDU Climate Station 6 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731920,Marine HDU Climate Station 7 (demo),2023,8760,7271,0.83,INCOMPLETE,fixture
731921,Marine HDU Climate Station 1 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731922,Marine HDU Climate Station 2 (demo),2023,8760,7096,0.81,INCOMPLETE,fixture
731923,Marine HDU Climate Station 3 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731924,Marine LDU Climate Station 4 (demo),2023,8760,8760,1.0,COMPLETE,fixture
731925,Marine LDU Climate Station 5 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731926,Marine LDU Climate Station 6 (demo),2023,8760,8585,0.98,COMPLETE,fixture
731927,Marine LDU Climate Station 7 (demo),2023,8760,8410,0.96,COMPLETE,fixture
731928,Marine LDU Climate Station 1 (demo),2023,8760,8410,0.96,COMPLETE,fixture
